105 12 0 93
0 21 21 0
85 88 3 0
90 71 31 50
60 2 37 95
91 91 0 0
76 76 0 0
46 10 24 60
151 126 20 45
14 4 6 16
0 44 54 10
0 32 44 12
202 202 0 0
1 15 87 73
152 152 0 0
43 31 0 12
95 105 25 15
137 137 0 0
120 122 2 0
50 75 25 0
239 181 15 73
2 8 6 0
74 74 0 0
46 46 0 0
115 115 0 0
6 6 0 0
211 215 4 0
24 28 4 0
137 38 158 257
79 79 0 0
41 41 0 0
42 42 0 0
0 0 0 0
32 39 7 0
52 52 0 0
5 15 49 39
57 71 14 0
0 0 0 0
75 75 0 0
42 42 0 0
45 45 0 0
40 40 0 0
100 100 0 0
58 58 0 0
212 206 32 38
45 3 15 57
58 72 14 0
27 18 29 38
0 0 0 0
47 47 0 0
109 109 0 0
75 75 0 0
1068 1058 57 67
50 50 0 0
82 25 25 82
30 30 0 0
150 150 0 0
45 45 0 0
82 82 0 0
21 21 0 0
0 55 61 6
49 49 0 0
65 65 0 0
3 3 0 0
90 90 0 0
31 31 0 0
12 9 77 80
67 67 0 0
7 26 28 9
0 4 15 11
6 18 85 73
0 13 27 14
0 0 0 0
0 0 0 0
58 67 49 40
46 13 15 48
0 5 71 66
0 16 16 0
194 194 0 0
0 0 0 0
0 17 280 263
0 24 57 33
0 0 0 0
21 21 0 0
107 16 0 91
44 44 0 0
106 113 7 0
49 49 0 0
50 50 0 0
0 5 21 16
78 72 1 7
12 17 61 56
105 112 17 10
78 97 19 0
0 41 79 38
0 10 10 0
416 416 47 47
82 82 0 0
33 7 47 73
35 8 8 35
124 124 0 0
0 0 0 0
31 32 150 149
2 2 0 0
56 56 0 0
41 41 0 0
0 37 46 9
0 23 23 0
66 66 0 0
0 13 29 16
44 32 19 31
36 36 0 0
57 92 35 0
0 20 20 0
103 113 10 0
9 25 67 51
183 183 0 0
0 44 53 9
1 1 0 0
21 23 2 0
86 89 3 0
31 31 0 0
96 93 1 4
56 56 0 0
99 77 25 47
0 6 104 98
70 77 7 0
42 42 0 0
7 10 3 0
83 83 0 0
126 126 0 0
0 31 47 16
182 169 51 64
90 90 0 0
487 325 115 277
16 17 13 12
0 0 0 0
29 29 0 0
106 121 52 37
48 48 0 0
0 29 70 41
69 87 18 0
29 29 0 0
4 9 31 26
220 188 50 82
6 17 43 32
65 101 36 0
0 12 24 12
35 65 49 19
21 21 0 0
123 128 5 0
1 11 11 1
1 30 135 106
20 20 0 0
66 6 19 79
85 85 0 0
50 50 0 0
6 6 0 0
0 0 0 0
25 25 0 0
421 421 0 0
25 25 0 0
151 163 12 0
45 45 37 37
86 86 0 0
0 0 0 0
0 40 40 0
32 32 0 0
364 364 0 0
27 27 0 0
56 23 11 44
0 6 28 22
