1237.12	1147.33
1288.98	1046.31
1032.51	1027.91
1099.01	1020.73
1538.31	1191.48
509.946	483.606
894.729	873.517
507.435	515.902
1190.3	1113.49
653.946	649.879
789.766	713.094
1411.46	1296.02
918.068	965.112
780.606	820.979
933.235	917.511
719.324	705.211
512.593	512.902
803.246	775.569
1131.54	1047.44
956.283	852.692
580.046	589.97
515.82	511.432
628.433	659.97
1086.12	1066.53
516.866	491.038
942.976	944.581
1894.84	1188.6
722.223	682.657
1158.45	1146.1
896.53	890.975
574.264	547.964
582.61	557.729
495.488	445.544
585.644	574.378
1337.33	1137.77
782.382	771.569
1258.66	1197.12
763.483	754.479
1216.16	1114.35
783.523	765.921
1211.17	509.371
658.602	632.97
2006.18	1119.06
753.899	605.557
946.102	933.699
994.259	802.865
1606.5	1308.67
1058.65	1025.38
572.343	588.557
789.554	779.148
906.381	915.434
1234.35	1011.41
633.771	-nan
660.235	649.159
803.189	787.217
651.164	638.853
885.059	894.313
619.064	627.088
793.415	796.726
1010.41	994.841
684.029	659.802
805.141	814.351
698.501	694.446
559.966	524.915
578.14	567.729
635.27	473.841
750.248	756.155
1034.04	1000.17
1435.74	1061.13
767.537	750.273
883.149	757.921
2189.62	1198.92
578.69	560.729
886.491	862.152
616.499	591.026
739.903	719.6
998.099	812.631
360.624	497.841
849.603	556.274
889.388	661.97
487.75	488.371
1444.19	1208.79
1008.57	922.933
1043.56	985.229
521.227	502.137
461.395	493.841
1216.93	980.594
726.564	707.211
771.79	757.921
1016.78	998.174
927.406	1138.99
865.621	853.379
1197.56	1167.19
686.523	677.921
807.306	810.631
559.958	531.433
1299.77	1234.34
676.49	667.267
750.136	723.557
621.48	590.026
976.745	842.121
749.198	765.39
1015.8	951.347
717.67	688.338
908.53	867.958
521.362	504.137
492.256	537.199
594.396	568.495
593.544	585.26
1059.56	1046.39
918.236	904.961
739.479	744.625
746.804	522.137
649.882	645.853
755.563	722.203
674.627	687.68
1625.99	991.668
638.426	498.838
516.82	504.137
867.689	849.119
749.891	754.233
974.028	957.63
930.329	841.177
935.418	695.563
993.824	985.364
801.774	777.68
994.726	963.995
587.497	617.791
1147.29	1142.21
559.266	600.26
834.846	891.575
646.267	629.088
938.489	863.663
565.05	541.199
1407.62	1274.81
804.406	790.217
578.831	574.378
1186.35	-nan
598.614	584.329
460.149	441.544
1148.22	1119.24
689.283	683.915
879.867	865.928
1220.22	1138.77
728.405	699.328
709.927	707.328
750.166	706.211
620.54	590.083
757.372	758.038
682.693	663.708
878.52	867.564
961.045	963.995
599.164	-nan
587.569	561.425
1191.72	1080
920.338	825.121
877.002	862.267
578.134	567.495
980.98	966.878
578.349	561.729
913.83	900.779
713.212	-nan
953.314	894.067
548.688	543.199
855.262	842.444
745.659	750.273
873.59	887.501
918.667	566.612
995.334	922.033
726.385	726.094
1191.98	976.643
633.389	618.129
911.694	901.52
700.534	696.563
678.429	673.915
500.898	471.841
907.425	918.609
666.81	653.736
1044.06	1026.18
1699.26	1273.05
757.362	744.273
952.824	925.59
914.332	915.115
994.403	907.844
807.987	831.628
566.467	453.31
393.553	454.31
901.174	856.399
806.893	781.936
747.272	733.507
757.311	737.39
767.593	754.038
505.733	476.841
1193.06	1113.36
1312.69	673.216
596.937	581.26
1416.47	1079.03
529.309	494.371
792.144	783.452
476.734	470.31
665.446	715.211
613.196	602.674
573.728	572.729
524.635	510.137
1303.75	1263.84
893.151	835.162
694.345	720.211
709.621	675.915
593.779	586.143
840.596	775.686
701.318	740.872
884.778	-nan
1383.94	1311.11
690.972	675.026
1225.94	1215.9
554.039	490.472
1041.52	1013.82
598.666	628.557
861.91	596.293
970.546	953.633
614.635	597.791
1150.63	1094.83
831.06	754.038
1244.23	-nan
634.732	600.099
840.963	813.91
969.896	969.553
995.361	735.54
766.937	750.809
686.361	660.384
726.999	728.831
766.987	739.85
586.824	579.26
533.18	507.481
742.27	732.507
851.557	830.162
574.593	551.964
1342.37	1326.91
521.025	480.151
1287.17	1274.33
1063.9	1040.58
717.89	706.877
999.484	732.507
833.495	813.796
670.873	654.501
534.626	502.137
527.205	532.902
487.804	496.606
1383.67	1352.57
1358.8	771.128
1188.83	1154.83
680.097	661.961
522.465	510.902
510.599	509.684
526.031	500.137
1667.92	1035.21
682.567	678.915
925.804	919.05
1627.39	1521.1
710.754	704.211
1531.42	1348.68
1877.37	852.151
1199.96	1097.52
939.134	827.72
507.047	560.729
1286.26	900.078
663.818	639.853
637.077	630.462
886.219	899.989
1037.49	1017.7
860.31	835.279
765.091	742.771
977.106	631.97
698.043	684.52
1131.94	970.759
1070.91	1008.38
782.425	602.791
964.64	863.471
761.028	741.126
632.083	596.026
1425.04	1042.56
815.861	722.162
458.436	432.779
931.455	912.285
644.098	627.088
570.804	563.964
1416.08	1112.9
659.814	636.853
874.51	821.217
847.43	834.162
768.796	773.804
875.675	845.908
641.458	634.853
1365.85	1286.49
518.5	466.075
699.842	683.797
779.021	754.038
1160.06	1071.77
576.901	541.199
1118.96	935.243
843.43	833.162
827.649	794.1
780.552	750.155
751.42	755.155
630.903	594.6
766.042	780.711
831.832	815.201
656.635	520.668
718.546	553.199
713.748	678.618
1049.46	1014.34
552.203	522.055
950.815	937.809
745.285	727.235
757.235	740.39
1011.61	992.265
942.251	892.322
728.613	709.074
1035.53	1033.59
714.163	693.563
701.558	675.915
517.946	457.774
836.332	819.001
775.614	769.921
680.382	657.384
750.39	717.859
