146 255 241 132
7 14 7 0
52 52 0 0
48 48 0 0
0 0 0 0
27 34 16 9
29 29 0 0
0 12 21 9
23 15 29 37
35 35 0 0
11 44 71 38
0 17 37 20
0 0 0 0
12 12 0 0
67 125 77 19
0 27 47 20
84 84 0 0
62 62 0 0
10 15 42 37
0 19 31 12
54 104 142 92
27 53 58 32
133 133 0 0
53 53 0 0
42 42 0 0
0 19 29 10
0 0 0 0
28 28 0 0
16 16 0 0
4 4 0 0
0 0 0 0
0 0 0 0
96 96 7 7
50 74 50 26
59 67 12 4
23 23 0 0
0 28 36 8
19 20 19 18
0 0 0 0
73 73 16 16
20 37 60 43
27 27 0 0
82 87 19 14
24 24 0 0
0 0 0 0
36 36 0 0
71 71 0 0
79 79 0 0
111 110 27 28
0 2 21 19
44 49 39 34
15 63 66 18
24 24 15 15
0 17 26 9
97 103 6 0
88 88 0 0
65 63 5 7
0 20 30 10
49 61 12 0
40 40 0 0
0 86 98 12
7 24 17 0
90 90 0 0
0 0 0 0
30 41 13 2
0 19 23 4
508 508 0 0
1 45 70 26
69 69 0 0
0 0 0 0
18 64 68 22
17 20 7 4
113 113 0 0
0 0 0 0
52 62 19 9
40 46 6 0
57 57 0 0
29 29 0 0
45 45 0 0
0 0 0 0
94 117 44 21
42 42 0 0
80 80 0 0
65 65 0 0
44 44 0 0
0 0 0 0
43 43 0 0
0 22 22 0
30 30 0 0
0 0 0 0
22 16 31 37
45 45 0 0
131 140 11 2
58 58 0 0
6 34 37 9
25 38 14 1
99 128 79 50
59 69 20 10
168 217 78 29
189 199 12 2
54 105 53 2
0 9 31 22
137 137 0 0
59 59 0 0
57 57 0 0
15 14 4 5
35 35 0 0
1 1 0 0
12 23 47 36
0 20 32 12
753 753 0 0
128 128 0 0
13 99 103 17
34 38 4 0
39 37 0 2
45 45 0 0
4 59 145 90
44 44 0 0
95 158 76 13
14 14 0 0
2 81 105 26
12 5 18 25
111 111 0 0
34 34 0 0
158 158 7 7
3 48 99 54
144 144 0 0
83 83 0 0
128 141 13 0
91 109 29 11
9 9 0 0
0 0 0 0
87 87 0 0
0 0 18 18
242 242 0 0
50 50 0 0
125 125 0 0
38 34 0 4
57 57 0 0
0 0 0 0
1 112 129 18
0 8 31 23
117 128 11 0
0 14 120 106
0 8 46 38
28 28 0 0
0 60 95 35
56 67 12 1
78 78 7 7
0 6 15 9
128 151 53 30
9 9 0 0
4 4 0 0
6 4 16 18
95 147 53 1
152 149 3 6
3 27 93 69
0 34 81 47
61 61 0 0
31 31 0 0
497 497 0 0
64 64 0 0
98 99 1 0
24 36 43 31
48 48 0 0
37 37 0 0
203 195 9 17
0 0 0 0
10 48 62 24
23 23 0 0
248 259 18 7
29 50 48 27
64 64 0 0
12 33 21 0
334 335 1 0
60 60 0 0
248 248 0 0
180 180 0 0
35 49 19 5
23 23 0 0
114 114 0 0
34 34 0 0
64 87 34 11
2 45 56 13
42 45 3 0
27 31 9 5
445 445 0 0
0 0 0 0
62 62 0 0
7 7 0 0
103 103 0 0
27 27 0 0
87 87 0 0
77 77 0 0
61 61 0 0
25 28 35 32
155 155 0 0
93 93 0 0
61 68 30 23
40 40 0 0
75 75 12 12
46 46 0 0
41 41 0 0
0 36 36 0
68 68 0 0
25 25 0 0
82 82 0 0
0 10 42 32
0 0 0 0
42 42 0 0
2 89 140 53
112 112 32 32
5 5 0 0
0 0 0 0
80 80 1 1
56 56 0 0
0 0 0 0
19 19 0 0
100 100 0 0
24 24 0 0
104 104 0 0
3 3 5 5
0 0 0 0
0 0 0 0
0 93 116 23
0 12 39 27
63 63 0 0
40 40 0 0
132 136 4 0
0 47 60 13
609 609 0 0
101 101 0 0
106 108 24 22
0 18 25 7
148 183 41 6
74 78 4 0
174 166 12 20
36 36 0 0
54 58 72 68
8 30 59 37
204 204 0 0
47 47 0 0
143 170 48 21
169 169 0 0
140 140 0 0
64 64 0 0
448 471 33 10
56 56 0 0
0 22 70 48
25 25 0 0
86 99 57 44
45 45 0 0
145 167 34 12
105 105 0 0
74 102 37 9
30 68 50 12
137 141 18 14
85 158 90 17
11 86 152 77
0 0 0 0
41 47 18 12
59 59 0 0
65 55 111 121
0 34 69 35
48 48 0 0
48 48 0 0
63 71 8 0
58 50 24 32
18 39 21 0
0 36 51 15
100 100 0 0
125 141 16 0
0 0 0 0
17 17 0 0
156 184 100 72
61 61 0 0
36 40 5 1
42 46 11 7
62 62 0 0
38 43 6 1
301 325 45 21
28 85 67 10
120 122 2 0
40 40 3 3
4 4 0 0
70 70 0 0
202 220 30 12
66 64 18 20
18 39 28 7
25 25 0 0
33 55 33 11
12 16 27 23
175 181 16 10
110 110 2 2
602 602 0 0
108 111 3 0
81 83 11 9
34 34 0 0
138 142 4 0
35 35 0 0
75 75 0 0
43 43 0 0
49 49 0 0
19 19 0 0
45 45 0 0
0 20 20 0
92 117 33 8
63 84 21 0
221 221 0 0
84 84 0 0
96 96 0 0
29 29 0 0
10 84 135 61
0 57 65 8
93 102 43 34
3 28 31 6
12 12 0 0
51 51 0 0
0 65 75 10
0 29 33 4
154 234 140 60
4 4 0 0
0 0 0 0
37 37 0 0
45 45 0 0
0 21 21 0
45 45 0 0
22 22 0 0
261 324 168 105
42 43 1 0
47 67 20 0
36 67 34 3
52 52 0 0
0 0 0 0
65 65 0 0
37 36 4 5
6 45 75 36
19 19 0 0
221 221 0 0
25 25 0 0
0 29 39 10
0 3 36 33
116 120 12 8
55 60 5 0
186 203 25 8
32 32 0 0
119 119 0 0
21 21 0 0
61 61 0 0
58 58 0 0
46 46 0 0
12 25 21 8
97 97 0 0
39 39 0 0
109 109 0 0
28 28 0 0
0 25 53 28
33 33 0 0
132 142 10 0
31 26 4 9
8 40 86 54
0 17 58 41
126 126 0 0
98 97 2 3
39 54 24 9
2 12 11 1
57 57 0 0
8 23 29 14
407 407 0 0
20 20 0 0
86 86 0 0
0 26 30 4
32 43 11 0
0 4 35 31
406 406 0 0
30 30 0 0
0 100 218 118
0 8 17 9
106 110 16 12
0 14 49 35
110 110 0 0
0 22 32 10
170 170 0 0
29 29 0 0
8 8 0 0
0 0 0 0
114 114 0 0
15 15 0 0
49 49 0 0
0 17 25 8
64 64 0 0
29 29 0 0
0 19 37 18
2 13 40 29
0 28 32 4
33 33 0 0
229 233 4 0
110 114 8 4
102 118 20 4
24 41 18 1
87 87 0 0
0 13 16 3
95 101 14 8
38 38 0 0
132 132 0 0
32 32 0 0
0 0 0 0
57 57 0 0
39 39 0 0
33 33 0 0
60 93 34 1
26 26 0 0
166 166 0 0
116 116 0 0
99 99 0 0
0 3 31 28
0 0 0 0
0 0 0 0
64 64 0 0
9 21 12 0
19 24 5 0
0 10 21 11
89 128 84 45
5 5 12 12
71 71 0 0
23 23 0 0
70 81 11 0
15 25 10 0
51 38 30 43
7 33 59 33
116 116 0 0
23 23 0 0
99 105 6 0
21 21 0 0
0 0 0 0
0 0 0 0
89 89 0 0
32 32 0 0
4 14 38 28
0 0 22 22
72 72 0 0
0 20 31 11
454 436 36 54
0 0 0 0
79 155 133 57
140 150 10 0
143 143 0 0
0 0 0 0
87 153 84 18
0 41 64 23
1 81 118 38
44 44 0 0
39 70 81 50
81 87 9 3
62 84 25 3
41 41 0 0
276 276 0 0
52 52 0 0
0 0 0 0
0 0 0 0
155 158 12 9
68 83 15 0
5 5 0 0
0 0 0 0
98 98 0 0
86 86 0 0
31 31 0 0
0 27 30 3
0 8 81 73
1 8 14 7
0 36 67 31
0 0 0 0
66 66 0 0
32 32 0 0
518 519 7 6
104 104 0 0
189 189 0 0
112 112 0 0
136 139 3 0
50 50 0 0
143 138 3 8
52 52 0 0
6 41 38 3
0 27 37 10
19 43 24 0
32 32 0 0
5 37 73 41
33 30 9 12
75 76 1 0
61 61 0 0
157 157 0 0
18 18 0 0
160 155 9 14
118 131 48 35
88 88 0 0
0 52 82 30
96 96 0 0
49 49 0 0
28 28 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1 40 72 33
57 57 0 0
265 293 42 14
94 122 45 17
32 47 15 0
75 77 2 0
78 78 0 0
31 31 0 0
59 75 16 0
23 21 0 2
48 48 0 0
7 12 13 8
5 52 55 8
21 21 0 0
129 150 38 17
76 78 2 0
0 0 0 0
0 0 0 0
166 204 57 19
7 92 121 36
0 0 0 0
0 16 24 8
56 56 0 0
19 19 0 0
333 338 5 0
120 117 4 7
290 293 8 5
195 206 23 12
302 302 1 1
86 86 0 0
61 61 0 0
0 4 10 6
185 188 14 11
20 20 0 0
60 59 12 13
57 57 0 0
78 78 0 0
16 45 67 38
104 119 28 13
15 15 0 0
86 86 0 0
33 35 45 43
198 212 28 14
94 112 39 21
80 80 0 0
0 16 33 17
0 0 0 0
24 24 0 0
0 62 104 42
0 8 17 9
250 284 41 7
0 54 54 0
164 164 0 0
0 0 0 0
60 60 0 0
11 17 13 7
196 218 95 73
12 12 0 0
98 119 42 21
21 21 0 0
67 67 0 0
0 2 40 38
28 38 20 10
29 29 0 0
66 66 0 0
0 0 0 0
0 0 0 0
0 0 0 0
64 64 0 0
97 97 0 0
33 47 52 38
5 14 16 7
30 30 0 0
38 38 0 0
90 109 45 26
8 27 145 126
11 54 53 10
38 38 10 10
31 36 25 20
43 43 0 0
55 55 0 0
0 9 30 21
91 125 34 0
38 38 0 0
97 128 106 75
23 61 70 32
3 114 127 16
0 36 45 9
116 116 0 0
39 66 37 10
86 197 149 38
0 90 102 12
0 0 0 0
0 0 0 0
50 103 84 31
20 17 28 31
53 47 1 7
51 51 0 0
102 102 0 0
35 35 0 0
0 57 62 5
0 0 0 0
138 147 9 0
19 22 14 11
0 46 85 39
36 36 0 0
92 96 14 10
65 65 18 18
0 42 84 42
0 49 79 30
71 71 0 0
2 2 0 0
0 0 0 0
0 14 19 5
111 126 17 2
38 38 0 0
134 136 2 0
148 148 0 0
234 261 72 45
1 30 35 6
56 56 0 0
2 2 0 0
0 32 72 40
0 9 21 12
78 78 0 0
18 25 12 5
6 37 97 66
13 13 0 0
125 127 2 0
9 34 30 5
173 173 0 0
8 44 47 11
78 78 0 0
0 0 0 0
72 81 38 29
23 16 2 9
72 118 49 3
0 0 0 0
634 721 145 58
64 68 15 11
50 46 5 9
29 29 0 0
0 0 0 0
4 10 8 2
3 37 59 25
0 27 71 44
39 39 0 0
2 2 35 35
64 116 52 0
33 33 0 0
433 438 5 0
65 62 0 3
116 116 0 0
32 33 1 0
59 59 0 0
0 0 0 0
2 2 0 0
0 0 0 0
0 0 0 0
158 158 0 0
198 198 0 0
34 39 5 0
168 204 36 0
66 66 0 0
1 33 62 30
63 63 0 0
8 23 15 0
0 23 35 12
163 166 23 20
22 22 0 0
78 78 0 0
0 49 82 33
209 209 0 0
7 14 10 3
233 248 27 12
9 24 52 37
119 122 6 3
49 49 0 0
66 66 0 0
81 81 0 0
44 65 69 48
47 63 16 0
64 67 10 7
0 0 11 11
39 40 22 21
55 55 0 0
55 70 22 7
33 33 0 0
196 200 8 4
12 12 0 0
50 53 39 36
7 56 58 9
96 96 0 0
26 45 41 22
138 147 40 31
80 89 33 24
301 293 45 53
4 6 18 16
93 93 0 0
0 25 30 5
2 86 119 35
85 85 0 0
303 328 35 10
52 41 0 11
336 336 0 0
38 38 0 0
61 61 0 0
2 45 63 20
0 21 54 33
26 26 0 0
14 101 169 82
0 24 35 11
8 128 279 159
0 11 21 10
65 72 7 0
34 34 0 0
136 147 14 3
1 60 71 12
26 55 39 10
23 23 0 0
62 74 12 0
76 76 0 0
88 88 0 0
0 43 71 28
164 164 0 0
95 95 0 0
162 180 23 5
115 115 0 0
157 157 9 9
21 21 0 0
54 54 21 21
77 77 0 0
217 217 0 0
127 127 0 0
11 11 18 18
28 28 0 0
23 23 0 0
9 34 34 9
30 85 72 17
63 63 0 0
10 26 36 20
41 41 0 0
0 0 0 0
0 0 0 0
0 0 0 0
44 44 0 0
125 134 26 17
6 9 12 9
0 25 42 17
1 9 10 2
262 262 0 0
31 31 0 0
64 64 0 0
0 0 0 0
0 0 0 0
0 0 0 0
64 199 169 34
15 15 0 0
41 76 49 14
4 4 0 0
47 40 15 22
0 32 35 3
74 74 0 0
0 0 0 0
170 179 12 3
46 61 15 0
65 69 8 4
17 17 0 0
0 0 0 0
11 11 0 0
47 72 29 4
0 7 15 8
402 430 28 0
123 127 121 117
4 133 249 120
16 19 3 0
172 172 0 0
69 69 0 0
131 136 15 10
44 44 0 0
0 17 36 19
33 35 2 0
193 193 0 0
83 83 0 0
318 346 39 11
158 158 0 0
71 119 52 4
75 74 5 6
62 72 17 7
0 10 17 7
35 35 0 0
39 39 0 0
100 104 21 17
66 66 0 0
123 133 35 25
20 20 0 0
173 198 25 0
188 215 27 0
0 71 151 80
0 71 86 15
0 49 69 20
2 8 6 0
238 249 48 37
66 66 0 0
293 293 0 0
0 0 0 0
75 75 0 0
45 45 0 0
257 259 4 2
4 15 38 27
94 101 11 4
23 29 6 0
7 53 55 9
49 50 1 0
0 89 190 101
0 32 40 8
139 147 19 11
65 65 0 0
81 81 6 6
62 62 0 0
104 104 0 0
30 27 9 12
109 121 28 16
0 1 1 0
0 36 45 9
0 4 16 12
0 0 0 0
55 55 0 0
64 64 0 0
34 34 0 0
77 92 44 29
38 38 0 0
1 159 218 60
0 118 150 32
57 64 28 21
3 16 13 0
0 0 0 0
0 0 0 0
146 143 0 3
67 67 0 0
71 78 7 0
56 56 0 0
125 138 13 0
33 33 11 11
44 44 0 0
0 15 22 7
5 35 54 24
5 5 0 0
79 116 80 43
85 82 10 13
157 171 28 14
118 135 35 18
198 198 0 0
101 94 0 7
146 146 0 0
12 18 6 0
0 53 106 53
24 24 0 0
266 266 0 0
62 62 2 2
152 153 5 4
127 124 0 3
48 63 71 56
88 88 0 0
33 38 13 8
8 14 27 21
568 568 0 0
51 51 0 0
0 14 76 62
0 16 25 9
0 34 54 20
13 13 0 0
186 186 0 0
20 20 0 0
214 217 7 4
142 142 0 0
67 67 0 0
0 23 27 4
94 94 0 0
0 0 0 0
4 6 63 61
1 1 0 0
131 131 0 0
35 35 0 0
95 113 69 51
65 65 0 0
71 65 10 16
30 44 14 0
196 196 0 0
190 190 0 0
86 86 0 0
0 0 0 0
51 51 0 0
24 24 0 0
100 100 0 0
0 19 22 3
60 60 0 0
48 48 2 2
109 109 4 4
8 12 4 0
488 488 0 0
249 249 3 3
19 26 17 10
0 0 0 0
4 4 0 0
87 87 0 0
130 150 64 44
1 6 33 28
36 36 0 0
0 75 92 17
185 208 27 4
0 0 0 0
58 54 6 10
28 28 0 0
81 81 0 0
48 48 0 0
28 48 30 10
61 61 0 0
2 0 4 6
72 72 0 0
147 159 12 0
32 36 11 7
13 12 9 10
0 0 0 0
100 100 0 0
30 30 0 0
81 87 9 3
16 28 12 0
50 72 36 14
0 24 31 7
0 11 21 10
16 16 0 0
0 0 0 0
0 30 38 8
111 148 45 8
24 24 0 0
301 301 0 0
18 18 0 0
203 203 0 0
7 7 0 0
51 52 1 0
2 14 40 28
0 0 0 0
0 0 0 0
144 144 0 0
118 118 0 0
53 65 23 11
25 58 74 41
106 139 97 64
17 17 0 0
70 70 0 0
0 5 16 11
181 191 68 58
153 153 10 10
115 115 0 0
15 15 0 0
139 139 0 0
48 48 0 0
57 57 0 0
0 15 27 12
129 184 74 19
0 0 0 0
27 89 62 0
0 10 42 32
79 79 0 0
39 41 7 5
63 63 0 0
4 32 52 24
0 41 64 23
3 3 0 0
55 52 0 3
39 39 0 0
7 67 102 42
88 93 5 0
86 117 33 2
16 14 51 53
0 10 34 24
0 11 22 11
272 281 23 14
117 109 0 8
172 178 6 0
53 53 0 0
118 116 7 9
50 50 0 0
130 140 41 31
60 59 0 1
92 92 0 0
76 80 6 2
0 17 56 39
36 36 0 0
197 197 0 0
23 25 2 0
71 93 45 23
85 85 0 0
89 92 10 7
2 20 99 81
45 45 0 0
30 30 0 0
96 96 0 0
40 40 0 0
0 71 146 75
0 24 45 21
24 31 36 29
32 32 0 0
33 33 0 0
0 15 28 13
0 23 49 26
47 47 0 0
148 170 44 22
0 22 33 11
0 50 77 27
42 51 9 0
71 84 19 6
18 18 0 0
93 104 11 0
0 0 0 0
140 160 20 0
1 90 106 17
302 352 71 21
5 5 0 0
69 69 0 0
18 25 22 15
21 28 7 0
15 16 24 23
110 110 0 0
56 56 0 0
90 95 5 0
36 36 0 0
0 33 77 44
0 13 31 18
144 144 0 0
0 0 0 0
0 26 44 18
52 52 0 0
39 39 14 14
0 0 0 0
56 90 47 13
12 12 0 0
154 272 188 70
8 46 69 31
101 115 14 0
28 28 17 17
76 76 0 0
30 30 0 0
84 84 0 0
18 21 3 0
117 120 13 10
0 0 0 0
66 66 0 0
2 11 20 11
59 59 0 0
67 67 0 0
202 202 0 0
17 109 143 51
51 51 0 0
32 32 0 0
7 20 35 22
0 15 15 0
68 85 60 43
18 63 70 25
83 83 0 0
